date,date_iso,description,merchant,type,money_in,money_out,balance,direction,category
19 Sep 25,2025-09-19,TfL,TfL,DEB,,7.52,-421.96,OUT,Transport
19 Sep 25,2025-09-19,Uber,Uber,DEB,,24.21,-446.17,OUT,Transport
19 Sep 25,2025-09-19,Trainline,Trainline,DEB,,66.22,-512.39,OUT,Transport
19 Sep 25,2025-09-19,Amazon,Amazon,DEB,,68.97,-581.36,OUT,Shopping
19 Sep 25,2025-09-19,Starbucks,Starbucks,DEB,,4.2,-585.56,OUT,Coffee & Cafe
20 Sep 25,2025-09-20,Greggs,Greggs,DEB,,7.59,-593.15,OUT,Eating Out
20 Sep 25,2025-09-20,Pizza Express,Pizza Express,DEB,,28.54,-621.69,OUT,Eating Out
20 Sep 25,2025-09-20,Just Eat,Just Eat,DEB,,16.03,-637.72,OUT,Food Delivery
20 Sep 25,2025-09-20,Starbucks,Starbucks,DEB,,5.95,-643.67,OUT,Coffee & Cafe
21 Sep 25,2025-09-21,TfL,TfL,DEB,,2.37,-646.04,OUT,Transport
21 Sep 25,2025-09-21,Starbucks,Starbucks,DEB,,4.35,-650.39,OUT,Coffee & Cafe
22 Sep 25,2025-09-22,Aldi,Aldi,DEB,,43.44,-693.83,OUT,Groceries
22 Sep 25,2025-09-22,TfL,TfL,DEB,,3.49,-697.32,OUT,Transport
22 Sep 25,2025-09-22,Greggs,Greggs,DEB,,4.43,-701.75,OUT,Eating Out
22 Sep 25,2025-09-22,ASOS,ASOS,DEB,,68.97,-770.72,OUT,Shopping
22 Sep 25,2025-09-22,Starbucks,Starbucks,DEB,,5.47,-776.19,OUT,Coffee & Cafe
23 Sep 25,2025-09-23,Tesco,Tesco,DEB,,68.55,-844.74,OUT,Groceries
23 Sep 25,2025-09-23,Aldi,Aldi,DEB,,47.69,-892.43,OUT,Groceries
23 Sep 25,2025-09-23,Lidl,Lidl,DEB,,37.34,-929.77,OUT,Groceries
23 Sep 25,2025-09-23,TfL,TfL,DEB,,6.35,-936.12,OUT,Transport
23 Sep 25,2025-09-23,Starbucks,Starbucks,DEB,,4.15,-940.27,OUT,Coffee & Cafe
24 Sep 25,2025-09-24,Aldi,Aldi,DEB,,22.76,-963.03,OUT,Groceries
24 Sep 25,2025-09-24,Trainline,Trainline,DEB,,79.41,-1042.44,OUT,Transport
25 Sep 25,2025-09-25,Aldi,Aldi,DEB,,49.52,-1091.96,OUT,Groceries
25 Sep 25,2025-09-25,TfL,TfL,DEB,,3.85,-1095.81,OUT,Transport
25 Sep 25,2025-09-25,Greggs,Greggs,DEB,,7.51,-1103.32,OUT,Eating Out
25 Sep 25,2025-09-25,Deliveroo,Deliveroo,DEB,,28.49,-1131.81,OUT,Food Delivery
25 Sep 25,2025-09-25,Primark,Primark,DEB,,33.46,-1165.27,OUT,Shopping
26 Sep 25,2025-09-26,Greggs,Greggs,DEB,,3.84,-1169.11,OUT,Eating Out
26 Sep 25,2025-09-26,Deliveroo,Deliveroo,DEB,,28.76,-1197.87,OUT,Food Delivery
26 Sep 25,2025-09-26,Boots,Boots,DEB,,20.06,-1217.93,OUT,Shopping
27 Sep 25,2025-09-27,TfL,TfL,DEB,,3.26,-1221.19,OUT,Transport
27 Sep 25,2025-09-27,McDonalds,McDonalds,DEB,,6.94,-1228.13,OUT,Eating Out
28 Sep 25,2025-09-28,Tesco,Tesco,DEB,,10.63,-1238.76,OUT,Groceries
28 Sep 25,2025-09-28,Costa Coffee,Costa Coffee,DEB,,3.79,-1242.55,OUT,Coffee & Cafe
29 Sep 25,2025-09-29,Tesco,Tesco,DEB,,6.93,-1249.48,OUT,Groceries
29 Sep 25,2025-09-29,Lidl,Lidl,DEB,,34.53,-1284.01,OUT,Groceries
29 Sep 25,2025-09-29,TfL,TfL,DEB,,4.38,-1288.39,OUT,Transport
29 Sep 25,2025-09-29,Shell Fuel,Shell Fuel,DEB,,51.77,-1340.16,OUT,Transport
29 Sep 25,2025-09-29,Starbucks,Starbucks,DEB,,4.03,-1344.19,OUT,Coffee & Cafe
30 Sep 25,2025-09-30,Sainsburys,Sainsburys,DEB,,54.65,-1398.84,OUT,Groceries
30 Sep 25,2025-09-30,Greggs,Greggs,DEB,,7.91,-1406.75,OUT,Eating Out
01 Oct 25,2025-10-01,Landlord Payment,Landlord Payment,DEB,,832.86,-2239.61,OUT,Rent
01 Oct 25,2025-10-01,Gym Membership,Gym Membership,DEB,,39.66,-2279.27,OUT,Subscriptions
01 Oct 25,2025-10-01,Aldi,Aldi,DEB,,15.99,-2295.26,OUT,Groceries
01 Oct 25,2025-10-01,TfL,TfL,DEB,,7.79,-2303.05,OUT,Transport
01 Oct 25,2025-10-01,Uber,Uber,DEB,,7.11,-2310.16,OUT,Transport
02 Oct 25,2025-10-02,TfL,TfL,DEB,,3.8,-2313.96,OUT,Transport
02 Oct 25,2025-10-02,Greggs,Greggs,DEB,,4.65,-2318.61,OUT,Eating Out
02 Oct 25,2025-10-02,Boots,Boots,DEB,,22.74,-2341.35,OUT,Shopping
03 Oct 25,2025-10-03,iCloud Storage,iCloud Storage,DEB,,2.4,-2343.75,OUT,Subscriptions
03 Oct 25,2025-10-03,TfL,TfL,DEB,,2.18,-2345.93,OUT,Transport
04 Oct 25,2025-10-04,Council Tax,Council Tax,DEB,,151.33,-2497.26,OUT,Bills
04 Oct 25,2025-10-04,Thames Water,Thames Water,DEB,,47.79,-2545.05,OUT,Bills
04 Oct 25,2025-10-04,TfL,TfL,DEB,,7.37,-2552.42,OUT,Transport
04 Oct 25,2025-10-04,Deliveroo,Deliveroo,DEB,,34.99,-2587.41,OUT,Food Delivery
05 Oct 25,2025-10-05,Spotify,Spotify,DEB,,10.99,-2598.4,OUT,Subscriptions
05 Oct 25,2025-10-05,Gym Membership,Gym Membership,DEB,,30.1,-2628.5,OUT,Subscriptions
05 Oct 25,2025-10-05,TfL,TfL,DEB,,4.51,-2633.01,OUT,Transport
05 Oct 25,2025-10-05,Trainline,Trainline,DEB,,59.56,-2692.57,OUT,Transport
05 Oct 25,2025-10-05,Starbucks,Starbucks,DEB,,3.29,-2695.86,OUT,Coffee & Cafe
05 Oct 25,2025-10-05,Costa Coffee,Costa Coffee,DEB,,3.52,-2699.38,OUT,Coffee & Cafe
06 Oct 25,2025-10-06,Tesco,Tesco,DEB,,27.05,-2726.43,OUT,Groceries
06 Oct 25,2025-10-06,TfL,TfL,DEB,,7.67,-2734.1,OUT,Transport
06 Oct 25,2025-10-06,Uber,Uber,DEB,,22.79,-2756.89,OUT,Transport
06 Oct 25,2025-10-06,Greggs,Greggs,DEB,,7.13,-2764.02,OUT,Eating Out
07 Oct 25,2025-10-07,Aldi,Aldi,DEB,,34.58,-2798.6,OUT,Groceries
07 Oct 25,2025-10-07,TfL,TfL,DEB,,7.79,-2806.39,OUT,Transport
07 Oct 25,2025-10-07,Trainline,Trainline,DEB,,23.96,-2830.35,OUT,Transport
07 Oct 25,2025-10-07,Nandos,Nandos,DEB,,13.48,-2843.83,OUT,Eating Out
07 Oct 25,2025-10-07,Greggs,Greggs,DEB,,6.06,-2849.89,OUT,Eating Out
07 Oct 25,2025-10-07,Amazon,Amazon,DEB,,41.44,-2891.33,OUT,Shopping
08 Oct 25,2025-10-08,Tesco,Tesco,DEB,,59.54,-2950.87,OUT,Groceries
08 Oct 25,2025-10-08,Sainsburys,Sainsburys,DEB,,45.37,-2996.24,OUT,Groceries
08 Oct 25,2025-10-08,TfL,TfL,DEB,,5.9,-3002.14,OUT,Transport
08 Oct 25,2025-10-08,Uber,Uber,DEB,,22.53,-3024.67,OUT,Transport
08 Oct 25,2025-10-08,Nandos,Nandos,DEB,,24.91,-3049.58,OUT,Eating Out
08 Oct 25,2025-10-08,Pizza Express,Pizza Express,DEB,,32.24,-3081.82,OUT,Eating Out
09 Oct 25,2025-10-09,Tesco,Tesco,DEB,,12.97,-3094.79,OUT,Groceries
09 Oct 25,2025-10-09,Aldi,Aldi,DEB,,20.52,-3115.31,OUT,Groceries
09 Oct 25,2025-10-09,TfL,TfL,DEB,,6.22,-3121.53,OUT,Transport
09 Oct 25,2025-10-09,Trainline,Trainline,DEB,,44.74,-3166.27,OUT,Transport
09 Oct 25,2025-10-09,Greggs,Greggs,DEB,,6.03,-3172.3,OUT,Eating Out
09 Oct 25,2025-10-09,Amazon,Amazon,DEB,,53.61,-3225.91,OUT,Shopping
09 Oct 25,2025-10-09,Starbucks,Starbucks,DEB,,5.97,-3231.88,OUT,Coffee & Cafe
10 Oct 25,2025-10-10,Tesco,Tesco,DEB,,15.38,-3247.26,OUT,Groceries
10 Oct 25,2025-10-10,McDonalds,McDonalds,DEB,,6.6,-3253.86,OUT,Eating Out
11 Oct 25,2025-10-11,TfL,TfL,DEB,,5.93,-3259.79,OUT,Transport
11 Oct 25,2025-10-11,Uber,Uber,DEB,,22.37,-3282.16,OUT,Transport
11 Oct 25,2025-10-11,Costa Coffee,Costa Coffee,DEB,,4.65,-3286.81,OUT,Coffee & Cafe
12 Oct 25,2025-10-12,Tesco,Tesco,DEB,,77.76,-3364.57,OUT,Groceries
12 Oct 25,2025-10-12,Sainsburys,Sainsburys,DEB,,17.25,-3381.82,OUT,Groceries
12 Oct 25,2025-10-12,TfL,TfL,DEB,,4.75,-3386.57,OUT,Transport
12 Oct 25,2025-10-12,McDonalds,McDonalds,DEB,,7.48,-3394.05,OUT,Eating Out
12 Oct 25,2025-10-12,Just Eat,Just Eat,DEB,,11.64,-3405.69,OUT,Food Delivery
12 Oct 25,2025-10-12,Starbucks,Starbucks,DEB,,5.01,-3410.7,OUT,Coffee & Cafe
13 Oct 25,2025-10-13,Tesco,Tesco,DEB,,61.95,-3472.65,OUT,Groceries
13 Oct 25,2025-10-13,Nandos,Nandos,DEB,,10.79,-3483.44,OUT,Eating Out
13 Oct 25,2025-10-13,Deliveroo,Deliveroo,DEB,,26.05,-3509.49,OUT,Food Delivery
13 Oct 25,2025-10-13,Starbucks,Starbucks,DEB,,4.24,-3513.73,OUT,Coffee & Cafe
14 Oct 25,2025-10-14,McDonalds,McDonalds,DEB,,8.92,-3522.65,OUT,Eating Out
15 Oct 25,2025-10-15,Sainsburys,Sainsburys,DEB,,44.07,-3566.72,OUT,Groceries
15 Oct 25,2025-10-15,TfL,TfL,DEB,,5.82,-3572.54,OUT,Transport
15 Oct 25,2025-10-15,Primark,Primark,DEB,,14.26,-3586.8,OUT,Shopping
15 Oct 25,2025-10-15,Boots,Boots,DEB,,6.42,-3593.22,OUT,Shopping
16 Oct 25,2025-10-16,TfL,TfL,DEB,,4.33,-3597.55,OUT,Transport
16 Oct 25,2025-10-16,McDonalds,McDonalds,DEB,,6.43,-3603.98,OUT,Eating Out
16 Oct 25,2025-10-16,Just Eat,Just Eat,DEB,,23.39,-3627.37,OUT,Food Delivery
16 Oct 25,2025-10-16,Starbucks,Starbucks,DEB,,4.9,-3632.27,OUT,Coffee & Cafe
17 Oct 25,2025-10-17,TfL,TfL,DEB,,3.53,-3635.8,OUT,Transport
17 Oct 25,2025-10-17,Greggs,Greggs,DEB,,7.59,-3643.39,OUT,Eating Out
17 Oct 25,2025-10-17,Starbucks,Starbucks,DEB,,3.2,-3646.59,OUT,Coffee & Cafe
18 Oct 25,2025-10-18,Deliveroo,Deliveroo,DEB,,32.37,-3678.96,OUT,Food Delivery
18 Oct 25,2025-10-18,Amazon,Amazon,DEB,,29.38,-3708.34,OUT,Shopping
18 Oct 25,2025-10-18,ASOS,ASOS,DEB,,48.6,-3756.94,OUT,Shopping
19 Oct 25,2025-10-19,Deliveroo,Deliveroo,DEB,,27.78,-3784.72,OUT,Food Delivery
19 Oct 25,2025-10-19,Uber Eats,Uber Eats,DEB,,24.34,-3809.06,OUT,Food Delivery
19 Oct 25,2025-10-19,Just Eat,Just Eat,DEB,,11.32,-3820.38,OUT,Food Delivery
20 Oct 25,2025-10-20,Lidl,Lidl,DEB,,37.48,-3857.86,OUT,Groceries
20 Oct 25,2025-10-20,TfL,TfL,DEB,,6.72,-3864.58,OUT,Transport
21 Oct 25,2025-10-21,Aldi,Aldi,DEB,,18.4,-3882.98,OUT,Groceries
21 Oct 25,2025-10-21,Deliveroo,Deliveroo,DEB,,27.43,-3910.41,OUT,Food Delivery
21 Oct 25,2025-10-21,Just Eat,Just Eat,DEB,,23.52,-3933.93,OUT,Food Delivery
22 Oct 25,2025-10-22,TfL,TfL,DEB,,5.39,-3939.32,OUT,Transport
22 Oct 25,2025-10-22,Nandos,Nandos,DEB,,12.18,-3951.5,OUT,Eating Out
23 Oct 25,2025-10-23,TfL,TfL,DEB,,3.56,-3955.06,OUT,Transport
23 Oct 25,2025-10-23,Amazon,Amazon,DEB,,39.57,-3994.63,OUT,Shopping
23 Oct 25,2025-10-23,Primark,Primark,DEB,,19.56,-4014.19,OUT,Shopping
24 Oct 25,2025-10-24,Tesco,Tesco,DEB,,24.83,-4039.02,OUT,Groceries
24 Oct 25,2025-10-24,Nandos,Nandos,DEB,,19.02,-4058.04,OUT,Eating Out
24 Oct 25,2025-10-24,McDonalds,McDonalds,DEB,,11.72,-4069.76,OUT,Eating Out
24 Oct 25,2025-10-24,Starbucks,Starbucks,DEB,,3.75,-4073.51,OUT,Coffee & Cafe
25 Oct 25,2025-10-25,Tesco,Tesco,DEB,,10.78,-4084.29,OUT,Groceries
25 Oct 25,2025-10-25,TfL,TfL,DEB,,6.3,-4090.59,OUT,Transport
25 Oct 25,2025-10-25,Uber,Uber,DEB,,9.61,-4100.2,OUT,Transport
25 Oct 25,2025-10-25,Uber Eats,Uber Eats,DEB,,10.86,-4111.06,OUT,Food Delivery
25 Oct 25,2025-10-25,Starbucks,Starbucks,DEB,,3.77,-4114.83,OUT,Coffee & Cafe
26 Oct 25,2025-10-26,TfL,TfL,DEB,,5.96,-4120.79,OUT,Transport
26 Oct 25,2025-10-26,Deliveroo,Deliveroo,DEB,,16.65,-4137.44,OUT,Food Delivery
26 Oct 25,2025-10-26,Costa Coffee,Costa Coffee,DEB,,4.57,-4142.01,OUT,Coffee & Cafe
27 Oct 25,2025-10-27,Sainsburys,Sainsburys,DEB,,34.14,-4176.15,OUT,Groceries
27 Oct 25,2025-10-27,Greggs,Greggs,DEB,,2.8,-4178.95,OUT,Eating Out
28 Oct 25,2025-10-28,Tesco,Tesco,DEB,,69.12,-4248.07,OUT,Groceries
29 Oct 25,2025-10-29,TfL,TfL,DEB,,3.58,-4251.65,OUT,Transport
29 Oct 25,2025-10-29,Uber Eats,Uber Eats,DEB,,25.47,-4277.12,OUT,Food Delivery
29 Oct 25,2025-10-29,Primark,Primark,DEB,,44.02,-4321.14,OUT,Shopping
29 Oct 25,2025-10-29,Starbucks,Starbucks,DEB,,5.35,-4326.49,OUT,Coffee & Cafe
30 Oct 25,2025-10-30,Lidl,Lidl,DEB,,29.63,-4356.12,OUT,Groceries
30 Oct 25,2025-10-30,Amazon,Amazon,DEB,,21.63,-4377.75,OUT,Shopping
30 Oct 25,2025-10-30,Costa Coffee,Costa Coffee,DEB,,4.03,-4381.78,OUT,Coffee & Cafe
01 Nov 25,2025-11-01,TfL,TfL,DEB,,2.47,-4384.25,OUT,Transport
01 Nov 25,2025-11-01,Shell Fuel,Shell Fuel,DEB,,64.28,-4448.53,OUT,Transport
02 Nov 25,2025-11-02,Amazon Prime,Amazon Prime,DEB,,8.99,-4457.52,OUT,Subscriptions
02 Nov 25,2025-11-02,Aldi,Aldi,DEB,,18.43,-4475.95,OUT,Groceries
02 Nov 25,2025-11-02,TfL,TfL,DEB,,5.68,-4481.63,OUT,Transport
03 Nov 25,2025-11-03,Tesco,Tesco,DEB,,42.47,-4524.1,OUT,Groceries
03 Nov 25,2025-11-03,ATM Withdrawal,ATM Withdrawal,DEB,,29.7,-4553.8,OUT,Cash
04 Nov 25,2025-11-04,iCloud Storage,iCloud Storage,DEB,,2.54,-4556.34,OUT,Subscriptions
04 Nov 25,2025-11-04,Sainsburys,Sainsburys,DEB,,38.75,-4595.09,OUT,Groceries
05 Nov 25,2025-11-05,Tesco,Tesco,DEB,,12.73,-4607.82,OUT,Groceries
05 Nov 25,2025-11-05,Sainsburys,Sainsburys,DEB,,53.33,-4661.15,OUT,Groceries
05 Nov 25,2025-11-05,Lidl,Lidl,DEB,,18.9,-4680.05,OUT,Groceries
05 Nov 25,2025-11-05,Uber,Uber,DEB,,10.25,-4690.3,OUT,Transport
05 Nov 25,2025-11-05,Amazon,Amazon,DEB,,68.04,-4758.34,OUT,Shopping
06 Nov 25,2025-11-06,TfL,TfL,DEB,,2.54,-4760.88,OUT,Transport
06 Nov 25,2025-11-06,Nandos,Nandos,DEB,,16.9,-4777.78,OUT,Eating Out
06 Nov 25,2025-11-06,Greggs,Greggs,DEB,,3.72,-4781.5,OUT,Eating Out
07 Nov 25,2025-11-07,Greggs,Greggs,DEB,,2.82,-4784.32,OUT,Eating Out
07 Nov 25,2025-11-07,Starbucks,Starbucks,DEB,,5.92,-4790.24,OUT,Coffee & Cafe
08 Nov 25,2025-11-08,Nandos,Nandos,DEB,,21.19,-4811.43,OUT,Eating Out
08 Nov 25,2025-11-08,McDonalds,McDonalds,DEB,,7.23,-4818.66,OUT,Eating Out
08 Nov 25,2025-11-08,Greggs,Greggs,DEB,,7.05,-4825.71,OUT,Eating Out
08 Nov 25,2025-11-08,Starbucks,Starbucks,DEB,,4.38,-4830.09,OUT,Coffee & Cafe
09 Nov 25,2025-11-09,Tesco,Tesco,DEB,,52.89,-4882.98,OUT,Groceries
09 Nov 25,2025-11-09,TfL,TfL,DEB,,2.68,-4885.66,OUT,Transport
09 Nov 25,2025-11-09,McDonalds,McDonalds,DEB,,10.1,-4895.76,OUT,Eating Out
09 Nov 25,2025-11-09,Greggs,Greggs,DEB,,2.25,-4898.01,OUT,Eating Out
09 Nov 25,2025-11-09,Amazon,Amazon,DEB,,19.98,-4917.99,OUT,Shopping
09 Nov 25,2025-11-09,ATM Withdrawal,ATM Withdrawal,DEB,,71.57,-4989.56,OUT,Cash
10 Nov 25,2025-11-10,Aldi,Aldi,DEB,,45.95,-5035.51,OUT,Groceries
10 Nov 25,2025-11-10,TfL,TfL,DEB,,3.77,-5039.28,OUT,Transport
10 Nov 25,2025-11-10,Starbucks,Starbucks,DEB,,4.91,-5044.19,OUT,Coffee & Cafe
11 Nov 25,2025-11-11,TfL,TfL,DEB,,5.85,-5050.04,OUT,Transport
11 Nov 25,2025-11-11,Uber,Uber,DEB,,15.46,-5065.5,OUT,Transport
11 Nov 25,2025-11-11,Deliveroo,Deliveroo,DEB,,25.13,-5090.63,OUT,Food Delivery
11 Nov 25,2025-11-11,Costa Coffee,Costa Coffee,DEB,,4.86,-5095.49,OUT,Coffee & Cafe
12 Nov 25,2025-11-12,Tesco,Tesco,DEB,,8.05,-5103.54,OUT,Groceries
12 Nov 25,2025-11-12,Sainsburys,Sainsburys,DEB,,21.71,-5125.25,OUT,Groceries
12 Nov 25,2025-11-12,TfL,TfL,DEB,,6.35,-5131.6,OUT,Transport
12 Nov 25,2025-11-12,Greggs,Greggs,DEB,,6.5,-5138.1,OUT,Eating Out
12 Nov 25,2025-11-12,Deliveroo,Deliveroo,DEB,,26.69,-5164.79,OUT,Food Delivery
13 Nov 25,2025-11-13,Tesco,Tesco,DEB,,45.92,-5210.71,OUT,Groceries
13 Nov 25,2025-11-13,TfL,TfL,DEB,,4.71,-5215.42,OUT,Transport
13 Nov 25,2025-11-13,Trainline,Trainline,DEB,,12.43,-5227.85,OUT,Transport
13 Nov 25,2025-11-13,Nandos,Nandos,DEB,,10.3,-5238.15,OUT,Eating Out
13 Nov 25,2025-11-13,Greggs,Greggs,DEB,,7.91,-5246.06,OUT,Eating Out
13 Nov 25,2025-11-13,Costa Coffee,Costa Coffee,DEB,,3.92,-5249.98,OUT,Coffee & Cafe
14 Nov 25,2025-11-14,Aldi,Aldi,DEB,,22.99,-5272.97,OUT,Groceries
14 Nov 25,2025-11-14,TfL,TfL,DEB,,7.39,-5280.36,OUT,Transport
14 Nov 25,2025-11-14,Shell Fuel,Shell Fuel,DEB,,55.69,-5336.05,OUT,Transport
14 Nov 25,2025-11-14,Nandos,Nandos,DEB,,21.74,-5357.79,OUT,Eating Out
15 Nov 25,2025-11-15,Aldi,Aldi,DEB,,39.26,-5397.05,OUT,Groceries
15 Nov 25,2025-11-15,TfL,TfL,DEB,,5.57,-5402.62,OUT,Transport
15 Nov 25,2025-11-15,McDonalds,McDonalds,DEB,,3.74,-5406.36,OUT,Eating Out
15 Nov 25,2025-11-15,Uber Eats,Uber Eats,DEB,,20.04,-5426.4,OUT,Food Delivery
15 Nov 25,2025-11-15,Amazon,Amazon,DEB,,17.81,-5444.21,OUT,Shopping
15 Nov 25,2025-11-15,Starbucks,Starbucks,DEB,,4.85,-5449.06,OUT,Coffee & Cafe
16 Nov 25,2025-11-16,Lidl,Lidl,DEB,,15.67,-5464.73,OUT,Groceries
16 Nov 25,2025-11-16,McDonalds,McDonalds,DEB,,10.36,-5475.09,OUT,Eating Out
16 Nov 25,2025-11-16,Greggs,Greggs,DEB,,4.24,-5479.33,OUT,Eating Out
16 Nov 25,2025-11-16,Just Eat,Just Eat,DEB,,27.08,-5506.41,OUT,Food Delivery
16 Nov 25,2025-11-16,Boots,Boots,DEB,,22.34,-5528.75,OUT,Shopping
16 Nov 25,2025-11-16,Starbucks,Starbucks,DEB,,4.35,-5533.1,OUT,Coffee & Cafe
16 Nov 25,2025-11-16,Costa Coffee,Costa Coffee,DEB,,3.42,-5536.52,OUT,Coffee & Cafe
17 Nov 25,2025-11-17,Aldi,Aldi,DEB,,16.81,-5553.33,OUT,Groceries
17 Nov 25,2025-11-17,Trainline,Trainline,DEB,,55.83,-5609.16,OUT,Transport
17 Nov 25,2025-11-17,Shell Fuel,Shell Fuel,DEB,,45.55,-5654.71,OUT,Transport
17 Nov 25,2025-11-17,Deliveroo,Deliveroo,DEB,,31.95,-5686.66,OUT,Food Delivery
18 Nov 25,2025-11-18,Sainsburys,Sainsburys,DEB,,42.64,-5729.3,OUT,Groceries
18 Nov 25,2025-11-18,Shell Fuel,Shell Fuel,DEB,,40.31,-5769.61,OUT,Transport
19 Nov 25,2025-11-19,Tesco,Tesco,DEB,,53.94,-5823.55,OUT,Groceries
19 Nov 25,2025-11-19,TfL,TfL,DEB,,6.13,-5829.68,OUT,Transport
19 Nov 25,2025-11-19,Uber Eats,Uber Eats,DEB,,20.66,-5850.34,OUT,Food Delivery
19 Nov 25,2025-11-19,Boots,Boots,DEB,,12.97,-5863.31,OUT,Shopping
20 Nov 25,2025-11-20,TfL,TfL,DEB,,2.48,-5865.79,OUT,Transport
20 Nov 25,2025-11-20,Greggs,Greggs,DEB,,4.32,-5870.11,OUT,Eating Out
21 Nov 25,2025-11-21,McDonalds,McDonalds,DEB,,3.98,-5874.09,OUT,Eating Out
22 Nov 25,2025-11-22,Aldi,Aldi,DEB,,30.03,-5904.12,OUT,Groceries
22 Nov 25,2025-11-22,TfL,TfL,DEB,,7.37,-5911.49,OUT,Transport
22 Nov 25,2025-11-22,Nandos,Nandos,DEB,,15.71,-5927.2,OUT,Eating Out
22 Nov 25,2025-11-22,Deliveroo,Deliveroo,DEB,,19.45,-5946.65,OUT,Food Delivery
22 Nov 25,2025-11-22,Costa Coffee,Costa Coffee,DEB,,4.41,-5951.06,OUT,Coffee & Cafe
23 Nov 25,2025-11-23,TfL,TfL,DEB,,6.61,-5957.67,OUT,Transport
23 Nov 25,2025-11-23,Amazon,Amazon,DEB,,88.86,-6046.53,OUT,Shopping
23 Nov 25,2025-11-23,Costa Coffee,Costa Coffee,DEB,,4.2,-6050.73,OUT,Coffee & Cafe
24 Nov 25,2025-11-24,Tesco,Tesco,DEB,,7.43,-6058.16,OUT,Groceries
24 Nov 25,2025-11-24,TfL,TfL,DEB,,2.65,-6060.81,OUT,Transport
24 Nov 25,2025-11-24,Amazon,Amazon,DEB,,78.01,-6138.82,OUT,Shopping
24 Nov 25,2025-11-24,ATM Withdrawal,ATM Withdrawal,DEB,,57.67,-6196.49,OUT,Cash
25 Nov 25,2025-11-25,Employer Salary,Employer Salary,FPI,2980.85,,-3215.64,IN,Income
25 Nov 25,2025-11-25,Side Gig Payment,Side Gig Payment,FPI,181.76,,-3033.88,IN,Income
25 Nov 25,2025-11-25,TfL,TfL,DEB,,5.65,-3039.53,OUT,Transport
25 Nov 25,2025-11-25,McDonalds,McDonalds,DEB,,8.06,-3047.59,OUT,Eating Out
25 Nov 25,2025-11-25,ASOS,ASOS,DEB,,16.56,-3064.15,OUT,Shopping
25 Nov 25,2025-11-25,Starbucks,Starbucks,DEB,,5.54,-3069.69,OUT,Coffee & Cafe
26 Nov 25,2025-11-26,TfL,TfL,DEB,,6.12,-3075.81,OUT,Transport
26 Nov 25,2025-11-26,Nandos,Nandos,DEB,,10.99,-3086.8,OUT,Eating Out
27 Nov 25,2025-11-27,Trainline,Trainline,DEB,,78.85,-3165.65,OUT,Transport
27 Nov 25,2025-11-27,Primark,Primark,DEB,,26.55,-3192.2,OUT,Shopping
28 Nov 25,2025-11-28,Aldi,Aldi,DEB,,23.6,-3215.8,OUT,Groceries
28 Nov 25,2025-11-28,Uber Eats,Uber Eats,DEB,,17.75,-3233.55,OUT,Food Delivery
28 Nov 25,2025-11-28,Amazon,Amazon,DEB,,34.54,-3268.09,OUT,Shopping
29 Nov 25,2025-11-29,TfL,TfL,DEB,,2.69,-3270.78,OUT,Transport
29 Nov 25,2025-11-29,Boots,Boots,DEB,,5.72,-3276.5,OUT,Shopping
29 Nov 25,2025-11-29,Costa Coffee,Costa Coffee,DEB,,3.77,-3280.27,OUT,Coffee & Cafe
01 Dec 25,2025-12-01,British Gas,British Gas,DEB,,45.23,-3325.5,OUT,Bills
01 Dec 25,2025-12-01,Thames Water,Thames Water,DEB,,33.79,-3359.29,OUT,Bills
01 Dec 25,2025-12-01,TfL,TfL,DEB,,5.34,-3364.63,OUT,Transport
01 Dec 25,2025-12-01,Uber,Uber,DEB,,11.04,-3375.67,OUT,Transport
01 Dec 25,2025-12-01,Greggs,Greggs,DEB,,4.89,-3380.56,OUT,Eating Out
01 Dec 25,2025-12-01,Starbucks,Starbucks,DEB,,5.01,-3385.57,OUT,Coffee & Cafe
02 Dec 25,2025-12-02,iCloud Storage,iCloud Storage,DEB,,1.61,-3387.18,OUT,Subscriptions
02 Dec 25,2025-12-02,Shell Fuel,Shell Fuel,DEB,,38.7,-3425.88,OUT,Transport
03 Dec 25,2025-12-03,Council Tax,Council Tax,DEB,,199.03,-3624.91,OUT,Bills
03 Dec 25,2025-12-03,iCloud Storage,iCloud Storage,DEB,,1.11,-3626.02,OUT,Subscriptions
03 Dec 25,2025-12-03,Aldi,Aldi,DEB,,32.4,-3658.42,OUT,Groceries
03 Dec 25,2025-12-03,TfL,TfL,DEB,,3.69,-3662.11,OUT,Transport
03 Dec 25,2025-12-03,Uber,Uber,DEB,,13.63,-3675.74,OUT,Transport
03 Dec 25,2025-12-03,Costa Coffee,Costa Coffee,DEB,,3.02,-3678.76,OUT,Coffee & Cafe
04 Dec 25,2025-12-04,Landlord Payment,Landlord Payment,DEB,,994.76,-4673.52,OUT,Rent
04 Dec 25,2025-12-04,Netflix,Netflix,DEB,,17.01,-4690.53,OUT,Subscriptions
04 Dec 25,2025-12-04,Amazon Prime,Amazon Prime,DEB,,8.99,-4699.52,OUT,Subscriptions
04 Dec 25,2025-12-04,Gym Membership,Gym Membership,DEB,,32.74,-4732.26,OUT,Subscriptions
04 Dec 25,2025-12-04,TfL,TfL,DEB,,4.99,-4737.25,OUT,Transport
04 Dec 25,2025-12-04,Greggs,Greggs,DEB,,2.23,-4739.48,OUT,Eating Out
